	NK.c06.CD56brightCD16lo.CREM	NK.c04.CD56brightCD16lo.CCL3	NK.c05.CD56brightCD16lo.IL7R	NK.c03.CD56brightCD16lo.IL7R.RGS1lo	NK.c02.CD56brightCD16lo.GZMH	NK.c13.CD56dimCD16hi.NR4A3	NK.c12.CD56dimCD16hi.DNAJB1	NK.c10.CD56dimCD16hi.NFKBIA	NK.c07.CD56dimCD16hi.IL32	NK.c08.CD56dimCD16hi.CX3CR1	NK.c01.CD56brightCD16hi	NK.c09.CD56dimCD16hi.ZNF90	NK.c11.CD56dimCD16hi.MKI67
TP53	1.79E-05	2.55E-05	1.38E-05	5.74E-05	1.02E-05	1.40E-05	1.29E-05	1.84E-05	2.11E-05	2.82E-05	1.20E-05	3.06E-05	2.90E-05
WRAP53	1.46E-05	1.28E-05	6.91E-06	3.45E-05	1.02E-05	1.79E-05	1.65E-05	2.37E-05	2.11E-05	2.07E-05	2.39E-05	1.53E-05	3.26E-05
KDM6B	0.000455243	0.000119564	0.000172581	2.30E-05	3.06E-05	0.000193199	0.000157532	6.50E-05	4.22E-06	1.69E-05	3.58E-05	1.00E-08	2.90E-05
TMEM88	3.97E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.07E-06	1.40E-06	1.00E-08	1.00E-08	1.89E-06	1.20E-05	1.00E-08	1.00E-08
NAA38	0.000136928	9.41E-05	0.000103553	0.000195222	0.000173106	0.000116291	0.000125611	0.000140002	0.000138909	0.000161747	4.78E-05	0.000153101	0.000351062
CYB5D1	4.13E-06	1.60E-06	6.91E-06	1.15E-05	1.00E-08	1.85E-06	2.37E-06	2.30E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
CHD3	6.82E-05	0.000111594	6.90E-05	0.000103358	0.000101831	8.34E-05	8.16E-05	0.000102518	0.000126282	0.000101566	0.000203045	7.66E-05	8.69E-05
KCNAB3	1.43E-06	1.60E-06	1.00E-08	1.15E-05	1.00E-08	5.75E-07	1.49E-07	2.30E-06	4.22E-06	1.00E-08	1.00E-08	1.00E-08	3.63E-06
TRAPPC1	0.000322124	0.00034592	0.000283027	0.000436367	0.000509117	0.000367726	0.00030978	0.000418457	0.000526142	0.000443846	0.000119443	0.000535827	0.000463254
CNTROB	1.11E-05	1.12E-05	6.91E-06	1.00E-08	1.02E-05	8.42E-06	1.21E-05	9.95E-06	1.68E-05	1.13E-05	1.20E-05	1.00E-08	2.90E-05
GUCY2D	8.01E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ALOX15B	1.00E-08	1.60E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	2.30E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ALOX12B	3.27E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	2.93E-07	2.88E-07	1.54E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ALOXE3	6.43E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.26E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
HES7	1.00E-08	1.60E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	5.65E-07	1.54E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
PER1	0.00019407	7.97E-05	0.000158776	4.59E-05	2.04E-05	0.000271591	0.000196531	0.000100223	2.95E-05	4.33E-05	9.56E-05	0.000153101	8.32E-05
VAMP2	0.000119042	0.000245494	0.000207096	0.000218188	0.000132378	0.000225362	0.000225676	0.000367968	0.000273599	0.000293393	0.000238875	0.000229646	0.000126678
TMEM107	3.06E-05	5.58E-05	8.28E-05	5.74E-05	6.11E-05	4.31E-05	4.61E-05	6.27E-05	6.31E-05	5.64E-05	1.00E-08	6.12E-05	0.000112202
AURKB	1.03E-05	1.00E-08	1.00E-08	1.00E-08	1.02E-05	3.12E-06	1.07E-05	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	0.000213537
CTC1	2.11E-05	4.15E-05	6.91E-06	4.59E-05	1.02E-05	2.27E-05	2.12E-05	2.68E-05	2.11E-05	3.57E-05	9.56E-05	1.53E-05	7.25E-06
PFAS	5.71E-06	1.60E-06	6.91E-06	1.15E-05	1.00E-08	3.69E-06	4.03E-06	3.07E-06	4.22E-06	5.65E-06	1.20E-05	1.00E-08	7.25E-06
SLC25A35	6.18E-06	9.57E-06	6.91E-06	3.45E-05	1.02E-05	8.99E-06	1.00E-05	1.76E-05	2.53E-05	1.51E-05	1.20E-05	1.00E-08	2.17E-05
RANGRF	7.08E-05	6.86E-05	8.28E-05	9.19E-05	4.07E-05	7.30E-05	7.26E-05	9.56E-05	8.84E-05	9.40E-05	2.39E-05	9.19E-05	0.00011944
KRBA2	4.60E-06	9.57E-06	1.00E-08	4.59E-05	5.09E-05	4.89E-06	5.84E-06	1.38E-05	4.22E-06	7.53E-06	1.20E-05	1.00E-08	1.45E-05
RNF222	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	5.65E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
NDEL1	0.000109703	9.09E-05	6.90E-05	6.89E-05	6.11E-05	9.50E-05	7.25E-05	7.50E-05	3.79E-05	8.09E-05	0.000119443	6.12E-05	5.07E-05
MYH10	1.75E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.51E-07	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.20E-05	1.00E-08	1.00E-08
CCDC42	3.27E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	2.93E-07	2.88E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	3.63E-06
MFSD6L	1.00E-08	1.60E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
PIK3R5	5.18E-05	0.000108406	5.52E-05	0.000126324	0.000101831	0.000109222	0.000121586	0.000155302	0.000185208	0.000182434	0.000131386	9.19E-05	2.90E-05
NTN1	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
STX8	8.28E-05	8.61E-05	7.59E-05	0.000126324	0.000101831	0.000129863	0.000123529	0.000127763	0.000143118	0.000137298	9.56E-05	0.000107173	6.52E-05
CFAP52	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
USP43	9.60E-07	1.60E-06	1.00E-08	1.00E-08	1.00E-08	1.07E-06	1.95E-06	7.75E-07	1.00E-08	3.77E-06	1.00E-08	1.00E-08	3.63E-06
GLP2R	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
RCVRN	1.00E-08	1.60E-06	1.00E-08	1.00E-08	1.00E-08	2.22E-07	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
GAS7	4.16E-05	4.62E-05	0.000103553	4.59E-05	6.11E-05	3.33E-05	2.92E-05	4.13E-05	2.95E-05	2.07E-05	0.000131386	3.06E-05	1.09E-05
MYH8	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
MYH3	1.12E-06	3.20E-06	6.91E-06	1.00E-08	1.00E-08	1.64E-06	5.65E-07	3.07E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
SCO1	2.87E-05	4.15E-05	2.76E-05	5.74E-05	1.02E-05	2.41E-05	2.39E-05	3.75E-05	1.68E-05	4.14E-05	8.36E-05	3.06E-05	3.62E-05
ADPRM	6.82E-06	2.07E-05	6.91E-06	2.30E-05	2.04E-05	7.64E-06	1.13E-05	9.19E-06	8.43E-06	1.69E-05	2.39E-05	1.00E-08	3.63E-06
TMEM220	1.52E-05	1.60E-05	1.38E-05	5.74E-05	1.02E-05	6.73E-06	5.56E-06	1.15E-05	4.22E-06	9.41E-06	1.20E-05	1.00E-08	1.81E-05
ZNF18	5.39E-06	7.98E-06	6.91E-06	1.00E-08	2.04E-05	7.79E-06	1.15E-05	7.66E-06	8.43E-06	1.32E-05	1.00E-08	1.53E-05	2.17E-05
MAP2K4	6.40E-05	6.06E-05	2.76E-05	3.45E-05	5.09E-05	5.51E-05	4.41E-05	4.97E-05	5.47E-05	4.51E-05	3.58E-05	0.000153101	2.17E-05
ARHGAP44	9.60E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	3.63E-07	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ELAC2	4.48E-05	5.26E-05	4.83E-05	4.59E-05	4.07E-05	3.97E-05	3.51E-05	4.59E-05	2.11E-05	4.70E-05	9.56E-05	0.000107173	2.17E-05
HS3ST3A1	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.89E-06	1.00E-08	1.00E-08	1.00E-08
COX10	2.20E-05	2.71E-05	1.38E-05	4.59E-05	0.000112013	2.18E-05	2.92E-05	4.13E-05	4.63E-05	3.57E-05	3.58E-05	4.59E-05	3.98E-05
HS3ST3B1	1.44E-05	2.87E-05	1.38E-05	1.00E-08	1.00E-08	4.65E-05	5.40E-05	4.59E-05	2.11E-05	3.76E-05	3.58E-05	3.06E-05	1.45E-05
PMP22	4.85E-07	1.60E-06	1.00E-08	1.00E-08	1.00E-08	2.93E-07	4.26E-07	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
TEKT3	1.00E-08	1.60E-06	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
CDRT4	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	5.05E-07	2.88E-07	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
TVP23C-CDRT4	9.60E-07	1.00E-08	6.91E-06	1.00E-08	1.00E-08	1.00E-06	5.65E-07	1.54E-06	4.22E-06	1.89E-06	1.00E-08	1.00E-08	1.00E-08
TVP23C	6.66E-06	9.57E-06	6.91E-06	1.15E-05	1.00E-08	7.08E-06	6.53E-06	1.07E-05	1.26E-05	1.32E-05	2.39E-05	1.53E-05	7.25E-06
TRIM16	3.18E-06	1.28E-05	6.91E-06	1.15E-05	1.02E-05	2.70E-06	4.45E-06	5.36E-06	1.68E-05	1.00E-08	1.20E-05	1.00E-08	7.25E-06
ZNF286A	1.19E-05	2.23E-05	1.00E-08	1.00E-08	2.04E-05	1.44E-05	1.17E-05	1.76E-05	1.68E-05	1.69E-05	3.58E-05	1.53E-05	3.63E-06
TBC1D26	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ADORA2B	3.27E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	3.63E-07	2.88E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	3.63E-06
ZSWIM7	4.77E-05	4.78E-05	9.67E-05	2.30E-05	7.13E-05	4.69E-05	4.75E-05	5.89E-05	6.31E-05	6.58E-05	4.78E-05	7.66E-05	6.52E-05
TTC19	9.32E-05	0.000116376	0.000124261	6.89E-05	5.09E-05	8.01E-05	5.76E-05	5.97E-05	7.16E-05	6.40E-05	0.000191102	6.12E-05	2.53E-05
NCOR1	0.000311677	0.000350702	0.00028993	0.00029857	0.000274928	0.000285093	0.000246632	0.000290705	0.000328316	0.000261422	0.000561343	0.000352118	0.000213537
PIGL	1.77E-05	5.10E-05	3.45E-05	5.74E-05	1.00E-08	1.36E-05	1.75E-05	2.53E-05	2.53E-05	3.39E-05	0.000143329	1.53E-05	1.09E-05
CENPV	2.69E-05	2.23E-05	1.00E-08	0.000114841	4.07E-05	1.68E-05	2.18E-05	2.14E-05	1.68E-05	2.26E-05	2.39E-05	4.59E-05	4.34E-05
UBB	0.001811918	0.001201926	0.001456513	0.000930139	0.001242231	0.001775396	0.002767953	0.001549107	0.001447925	0.001372893	0.000226932	0.001714625	0.002008608
TRPV2	6.79E-05	7.81E-05	8.28E-05	8.04E-05	0.000101831	8.26E-05	8.62E-05	0.000115523	0.000164163	0.000135418	0.000155272	0.000137792	7.24E-05
LRRC75A	1.91E-06	1.60E-06	1.00E-08	1.00E-08	1.00E-08	1.71E-06	1.81E-06	7.75E-07	1.00E-08	7.53E-06	2.39E-05	1.53E-05	1.09E-05
ZNF287	5.23E-06	9.57E-06	1.00E-08	1.00E-08	2.04E-05	6.23E-06	6.26E-06	1.22E-05	2.11E-05	1.88E-05	1.00E-08	1.00E-08	1.00E-08
ZNF624	1.59E-06	9.57E-06	6.91E-06	1.00E-08	1.00E-08	3.19E-06	5.98E-06	5.36E-06	4.22E-06	1.13E-05	2.39E-05	3.06E-05	3.63E-06
CCDC144A	1.59E-06	1.60E-06	1.00E-08	1.00E-08	1.00E-08	9.29E-07	8.43E-07	2.30E-06	4.22E-06	1.00E-08	1.20E-05	1.00E-08	1.00E-08
TNFRSF13B	3.27E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	5.65E-07	1.00E-08	1.00E-08	1.00E-08	1.20E-05	1.00E-08	1.00E-08
MPRIP	2.88E-05	6.22E-05	2.07E-05	5.74E-05	2.04E-05	2.44E-05	1.97E-05	2.45E-05	2.53E-05	1.88E-05	5.97E-05	1.53E-05	2.17E-05
PLD6	2.86E-06	9.57E-06	1.38E-05	3.45E-05	1.00E-08	1.00E-06	2.37E-06	7.75E-07	1.00E-08	1.00E-08	2.39E-05	1.00E-08	7.25E-06
FLCN	1.43E-06	7.98E-06	6.91E-06	3.45E-05	1.00E-08	3.26E-06	3.62E-06	2.30E-06	1.00E-08	7.53E-06	2.39E-05	1.00E-08	3.63E-06
COPS3	0.000108436	0.000116376	6.21E-05	9.19E-05	0.000132378	0.000107102	9.59E-05	8.26E-05	7.16E-05	0.000103446	3.58E-05	0.000122482	0.000115821
NT5M	5.39E-06	6.39E-06	6.91E-06	1.00E-08	1.00E-08	2.91E-06	4.03E-06	2.30E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.09E-05
MED9	1.76E-05	3.19E-05	2.76E-05	1.15E-05	4.07E-05	1.58E-05	1.17E-05	1.45E-05	2.95E-05	1.69E-05	4.78E-05	3.06E-05	1.09E-05
RASD1	6.38E-05	3.99E-05	0.00019329	1.00E-08	6.11E-05	4.96E-06	1.54E-05	3.14E-05	4.22E-06	9.41E-06	1.00E-08	1.00E-08	8.69E-05
PEMT	2.50E-05	2.39E-05	1.38E-05	1.15E-05	1.02E-05	1.94E-05	1.35E-05	2.22E-05	3.37E-05	2.07E-05	3.58E-05	4.59E-05	2.53E-05
RAI1	1.43E-05	2.07E-05	1.38E-05	1.15E-05	1.00E-08	1.03E-05	1.01E-05	7.66E-06	1.68E-05	1.13E-05	1.20E-05	1.53E-05	3.63E-06
SREBF1	2.28E-05	3.19E-05	1.38E-05	0.000114841	3.06E-05	1.04E-05	1.58E-05	2.14E-05	8.43E-06	1.13E-05	0.000107499	1.00E-08	1.09E-05
TOM1L2	1.85E-05	2.39E-05	2.07E-05	1.15E-05	3.06E-05	2.23E-05	2.07E-05	2.22E-05	1.68E-05	2.82E-05	7.17E-05	1.00E-08	3.63E-06
ATPAF2	1.38E-05	2.23E-05	2.07E-05	2.30E-05	1.00E-08	1.01E-05	1.33E-05	1.99E-05	1.26E-05	2.26E-05	4.78E-05	1.53E-05	1.45E-05
GID4	1.01E-05	1.91E-05	6.91E-06	1.15E-05	1.02E-05	1.18E-05	1.07E-05	1.91E-05	2.11E-05	2.07E-05	3.58E-05	1.00E-08	7.25E-06
DRG2	4.39E-05	5.90E-05	3.45E-05	9.19E-05	7.13E-05	4.79E-05	5.00E-05	7.42E-05	8.00E-05	7.15E-05	3.58E-05	7.66E-05	6.52E-05
MYO15A	4.85E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	2.88E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ALKBH5	2.53E-05	2.71E-05	2.07E-05	1.15E-05	5.09E-05	2.79E-05	1.86E-05	2.14E-05	2.11E-05	1.69E-05	5.97E-05	1.53E-05	2.53E-05
LLGL1	9.35E-06	7.98E-06	6.91E-06	1.15E-05	1.02E-05	1.34E-05	1.50E-05	1.99E-05	1.68E-05	2.07E-05	1.00E-08	1.00E-08	2.90E-05
FLII	7.71E-05	8.13E-05	7.59E-05	9.19E-05	8.15E-05	6.11E-05	5.15E-05	6.58E-05	6.31E-05	6.77E-05	0.000131386	7.66E-05	3.62E-05
MIEF2	4.28E-06	1.44E-05	6.91E-06	1.00E-08	1.02E-05	3.83E-06	3.48E-06	6.13E-06	8.43E-06	3.77E-06	1.20E-05	1.53E-05	3.63E-06
TOP3A	1.49E-05	2.87E-05	6.91E-06	1.00E-08	1.02E-05	1.64E-05	1.32E-05	1.76E-05	8.43E-06	1.32E-05	8.36E-05	1.00E-08	7.25E-06
SMCR8	8.72E-06	1.75E-05	1.38E-05	1.15E-05	1.02E-05	1.05E-05	1.01E-05	1.38E-05	1.68E-05	1.51E-05	1.20E-05	3.06E-05	3.63E-06
SHMT1	2.20E-05	2.55E-05	1.00E-08	1.00E-08	1.02E-05	1.74E-05	1.62E-05	1.45E-05	1.26E-05	1.69E-05	1.00E-08	1.53E-05	9.77E-05
LGALS9C	2.22E-05	1.44E-05	2.07E-05	2.30E-05	6.11E-05	7.18E-05	7.44E-05	7.12E-05	5.89E-05	0.000127895	2.39E-05	4.59E-05	5.07E-05
FAM106A	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	2.93E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ZNF286B	2.70E-06	6.39E-06	1.00E-08	1.15E-05	1.02E-05	3.47E-06	3.76E-06	6.13E-06	1.00E-08	3.77E-06	1.00E-08	1.53E-05	1.00E-08
TRIM16L	9.60E-07	1.60E-06	1.00E-08	1.00E-08	1.02E-05	1.14E-06	7.04E-07	1.54E-06	1.00E-08	5.65E-06	1.00E-08	1.00E-08	1.00E-08
TVP23B	6.13E-05	6.22E-05	6.90E-05	8.04E-05	9.16E-05	6.86E-05	7.19E-05	0.000105578	8.00E-05	9.78E-05	0.000107499	7.66E-05	4.34E-05
PRPSAP2	3.63E-05	4.46E-05	4.14E-05	2.30E-05	4.07E-05	3.10E-05	4.14E-05	5.66E-05	5.47E-05	5.83E-05	5.97E-05	7.66E-05	4.71E-05
SLC5A10	3.27E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	2.22E-07	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	3.63E-06
FAM83G	5.08E-06	1.60E-06	1.00E-08	1.00E-08	1.00E-08	5.24E-06	5.84E-06	5.36E-06	8.43E-06	7.53E-06	1.20E-05	1.53E-05	1.00E-08
GRAP	4.28E-06	6.39E-06	6.91E-06	2.30E-05	3.06E-05	3.26E-06	4.31E-06	9.19E-06	4.22E-06	3.77E-06	1.00E-08	1.00E-08	7.25E-06
GRAPL	3.27E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	4.34E-07	1.49E-07	1.00E-08	4.22E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08
EPN2	4.76E-06	1.60E-06	1.00E-08	1.00E-08	1.00E-08	6.44E-06	7.50E-06	4.60E-06	1.68E-05	1.13E-05	2.39E-05	1.00E-08	7.25E-06
B9D1	8.01E-07	1.00E-08	1.00E-08	1.00E-08	1.02E-05	4.75E-06	2.51E-06	4.60E-06	4.22E-06	5.65E-06	1.00E-08	1.00E-08	3.63E-06
MAPK7	7.61E-06	1.12E-05	1.38E-05	1.15E-05	2.04E-05	2.83E-05	3.12E-05	4.28E-05	2.53E-05	4.51E-05	2.39E-05	3.06E-05	2.53E-05
MFAP4	3.27E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.51E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
RNF112	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	3.63E-07	2.88E-07	1.54E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
SLC47A1	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	4.34E-07	4.26E-07	1.00E-08	1.00E-08	1.89E-06	1.00E-08	1.00E-08	1.00E-08
ALDH3A2	3.58E-05	3.19E-05	2.76E-05	9.19E-05	6.11E-05	1.80E-05	2.10E-05	2.83E-05	2.95E-05	3.76E-05	0.000107499	1.53E-05	1.45E-05
ALDH3A1	6.43E-07	3.20E-06	1.00E-08	1.00E-08	1.00E-08	1.51E-07	1.49E-07	1.00E-08	4.22E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ULK2	8.72E-06	9.57E-06	1.38E-05	4.59E-05	1.00E-08	7.29E-06	8.06E-06	1.22E-05	1.68E-05	1.51E-05	2.39E-05	1.53E-05	1.09E-05
AKAP10	2.47E-05	4.30E-05	6.90E-05	4.59E-05	4.07E-05	2.99E-05	2.47E-05	2.45E-05	2.95E-05	3.01E-05	0.000143329	1.00E-08	1.81E-05
SPECC1	3.18E-05	5.10E-05	5.52E-05	4.59E-05	3.06E-05	1.47E-05	1.94E-05	1.84E-05	1.00E-08	2.26E-05	5.97E-05	1.00E-08	7.25E-06
LGALS9B	6.50E-06	1.60E-06	1.00E-08	1.00E-08	1.02E-05	3.58E-05	4.53E-05	2.83E-05	4.63E-05	6.40E-05	2.39E-05	1.00E-08	3.98E-05
CCDC144NL	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
USP22	8.45E-05	9.41E-05	6.90E-05	0.000114841	0.000101831	8.38E-05	6.51E-05	5.89E-05	7.58E-05	6.21E-05	0.000179159	9.19E-05	7.24E-05
DHRS7B	1.14E-05	1.44E-05	2.07E-05	1.15E-05	2.04E-05	1.05E-05	1.36E-05	1.76E-05	1.26E-05	2.45E-05	3.58E-05	1.00E-08	2.17E-05
TMEM11	5.79E-05	4.30E-05	2.07E-05	3.45E-05	3.06E-05	6.51E-05	4.51E-05	3.83E-05	6.31E-05	5.83E-05	1.00E-08	3.06E-05	6.15E-05
MAP2K3	0.000271472	0.000114782	0.000117359	6.89E-05	0.000122196	0.000217869	0.000175158	0.000157597	0.000126282	0.000139179	7.17E-05	0.000183719	0.000144774
WSB1	0.000341435	0.000325197	0.000317542	0.000344502	0.000224017	0.000310611	0.000299926	0.000311359	0.000260971	0.000362978	0.00051357	0.000199028	0.00027868
KSR1	1.60E-05	2.39E-05	1.00E-08	2.30E-05	1.02E-05	3.90E-06	5.01E-06	4.60E-06	1.00E-08	7.53E-06	3.58E-05	1.00E-08	1.00E-08
LGALS9	5.21E-05	3.67E-05	3.45E-05	2.30E-05	5.09E-05	4.79E-05	4.68E-05	6.81E-05	7.58E-05	7.34E-05	1.20E-05	4.59E-05	6.15E-05
LYRM9	7.29E-06	1.28E-05	1.00E-08	1.00E-08	1.00E-08	8.14E-06	7.50E-06	1.15E-05	1.26E-05	1.13E-05	1.20E-05	1.53E-05	3.63E-06
NLK	3.97E-06	6.39E-06	1.00E-08	1.15E-05	1.00E-08	4.89E-06	2.65E-06	6.89E-06	8.43E-06	1.00E-08	3.58E-05	1.00E-08	1.00E-08
TMEM97	1.33E-05	7.98E-06	1.38E-05	3.45E-05	1.00E-08	1.10E-05	1.44E-05	1.38E-05	1.00E-08	7.53E-06	2.39E-05	1.00E-08	5.07E-05
IFT20	5.07E-05	5.10E-05	3.45E-05	6.89E-05	7.13E-05	5.64E-05	4.94E-05	6.20E-05	3.37E-05	6.40E-05	5.97E-05	7.66E-05	2.90E-05
TNFAIP1	1.24E-05	9.57E-06	1.00E-08	2.30E-05	2.04E-05	1.37E-05	1.31E-05	1.84E-05	2.11E-05	2.63E-05	3.58E-05	3.06E-05	1.81E-05
POLDIP2	5.00E-05	7.17E-05	3.45E-05	5.74E-05	7.13E-05	4.81E-05	4.61E-05	5.89E-05	5.47E-05	3.57E-05	2.39E-05	1.53E-05	9.41E-05
TMEM199	3.67E-05	4.62E-05	4.14E-05	2.30E-05	5.09E-05	3.54E-05	4.59E-05	4.21E-05	3.79E-05	5.08E-05	4.78E-05	6.12E-05	3.62E-05
SARM1	1.36E-05	1.60E-05	1.38E-05	3.45E-05	1.02E-05	1.49E-05	1.22E-05	1.45E-05	1.26E-05	1.69E-05	2.39E-05	3.06E-05	1.09E-05
VTN	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
SLC46A1	1.59E-06	3.20E-06	6.91E-06	1.15E-05	1.00E-08	8.58E-07	9.82E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.53E-05	1.00E-08
SLC13A2	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
UNC119	3.77E-05	5.58E-05	2.07E-05	0.000114841	7.13E-05	6.93E-05	7.94E-05	0.000102518	6.74E-05	0.000110969	3.58E-05	6.12E-05	3.26E-05
PIGS	4.07E-05	5.26E-05	8.28E-05	5.74E-05	6.11E-05	5.48E-05	4.94E-05	8.03E-05	8.00E-05	7.71E-05	5.97E-05	6.12E-05	2.90E-05
ALDOC	2.57E-05	1.60E-05	2.07E-05	0.000482299	2.04E-05	2.32E-05	1.86E-05	1.61E-05	2.53E-05	3.01E-05	1.00E-08	3.06E-05	1.00E-08
SPAG5	6.34E-06	4.79E-06	1.00E-08	1.00E-08	1.00E-08	2.77E-06	7.09E-06	2.30E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.32E-05
SDF2	0.000109386	9.72E-05	0.000110456	5.74E-05	0.000162924	0.000143223	0.000117284	0.000129293	0.000122073	0.000118492	3.58E-05	0.000244955	0.000112202
SUPT6H	9.48E-05	9.88E-05	0.000131164	0.000103358	8.15E-05	9.33E-05	8.24E-05	7.96E-05	7.16E-05	6.58E-05	0.000179159	7.66E-05	3.62E-05
PROCA1	2.23E-06	3.20E-06	1.00E-08	1.00E-08	1.00E-08	1.99E-06	2.92E-06	2.30E-06	1.00E-08	1.89E-06	1.00E-08	1.00E-08	1.00E-08
RAB34	5.55E-06	1.12E-05	6.91E-06	1.00E-08	2.04E-05	4.46E-06	4.31E-06	4.60E-06	8.43E-06	1.89E-06	1.20E-05	1.53E-05	4.71E-05
TLCD1	9.60E-07	1.60E-06	1.00E-08	1.00E-08	1.00E-08	8.07E-08	4.26E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	3.63E-06
NEK8	4.28E-06	9.57E-06	6.91E-06	1.00E-08	1.02E-05	4.11E-06	2.92E-06	1.22E-05	4.22E-06	3.77E-06	1.00E-08	1.53E-05	1.00E-08
