	Macro.c08.NLRP3	Macro.c07.LYVE1	Macro.c05.INHBA	Macro.c01.C1QC	Macro.c03.GPNMB	Macro.c04.IL1B	Macro.c02.FN1	Macro.c06.ISG15	Macro.c09.SPP1
ULK2	1.31E-05	2.13E-05	6.59E-06	1.70E-05	8.67E-06	1.68E-05	1.16E-05	1.58E-05	9.58E-06
AKAP10	1.42E-05	5.03E-05	2.01E-05	3.60E-05	2.64E-05	2.16E-05	1.83E-05	2.42E-05	2.64E-05
SPECC1	4.84E-05	6.14E-05	6.69E-05	5.46E-05	7.25E-05	7.97E-05	7.31E-05	4.68E-05	2.93E-05
USP22	6.17E-05	9.27E-05	6.56E-05	8.59E-05	8.90E-05	7.64E-05	9.58E-05	7.43E-05	8.24E-05
DHRS7B	2.12E-05	3.18E-05	2.07E-05	3.52E-05	3.85E-05	2.78E-05	2.30E-05	3.43E-05	2.56E-05
TMEM11	2.89E-05	5.24E-05	3.02E-05	5.12E-05	6.95E-05	3.70E-05	5.06E-05	4.30E-05	5.42E-05
NATD1	5.18E-06	6.78E-06	3.29E-06	4.54E-06	3.21E-06	5.21E-06	3.34E-06	2.23E-06	6.81E-06
MAP2K3	0.000558941	0.000280002	0.00055238	0.000266457	0.000199061	0.000328403	0.000309515	0.000331657	0.00035754
WSB1	0.000482977	0.000647779	0.000568264	0.000509583	0.000492458	0.000674578	0.000442909	0.000505009	0.000482649
KSR1	4.05E-05	1.67E-05	2.58E-05	1.57E-05	8.89E-06	9.35E-06	1.04E-05	2.48E-05	1.79E-05
LGALS9	0.000348685	0.000316049	0.000345964	0.00044377	0.000468981	0.000377534	0.000443265	0.00061473	0.000407416
LYRM9	4.75E-06	1.51E-05	1.09E-05	1.29E-05	1.50E-05	1.27E-05	6.27E-06	6.86E-06	1.33E-05
NLK	8.26E-06	1.60E-05	8.01E-06	1.30E-05	5.55E-06	6.52E-06	4.10E-06	1.00E-05	1.20E-05
TMEM97	2.86E-06	1.95E-05	1.18E-05	2.31E-05	3.85E-05	4.42E-05	2.35E-05	7.32E-06	4.50E-06
IFT20	0.000111844	7.85E-05	8.06E-05	8.24E-05	8.99E-05	8.78E-05	9.45E-05	8.72E-05	8.91E-05
TNFAIP1	1.77E-05	1.41E-05	1.81E-05	2.03E-05	1.36E-05	1.21E-05	1.20E-05	2.09E-05	1.99E-05
POLDIP2	5.29E-05	6.92E-05	6.02E-05	8.89E-05	9.11E-05	7.62E-05	8.05E-05	0.000101709	9.23E-05
TMEM199	4.36E-05	4.61E-05	4.52E-05	6.41E-05	6.43E-05	3.77E-05	5.89E-05	8.05E-05	6.80E-05
SARM1	2.47E-06	1.34E-05	5.03E-06	9.31E-06	8.66E-06	8.32E-06	4.57E-06	5.15E-06	5.81E-06
VTN	2.35E-07	2.22E-06	8.35E-07	4.08E-06	4.51E-06	2.23E-06	1.34E-06	1.27E-06	4.68E-06
SLC46A1	2.23E-06	3.97E-05	7.21E-06	3.33E-05	3.59E-05	3.17E-05	1.08E-05	4.98E-06	1.51E-05
UNC119	7.81E-05	7.90E-05	0.000111852	0.000103919	0.000109629	8.36E-05	7.97E-05	0.000101257	8.61E-05
PIGS	4.01E-05	5.21E-05	4.34E-05	5.71E-05	5.70E-05	4.94E-05	5.18E-05	4.42E-05	5.67E-05
ALDOC	1.64E-05	9.71E-06	2.29E-05	1.82E-05	1.50E-05	9.25E-06	1.15E-05	2.60E-05	7.03E-05
SPAG5	4.48E-05	2.09E-05	2.26E-05	2.01E-05	7.43E-06	5.50E-06	1.85E-05	2.35E-05	2.64E-05
KIAA0100	5.67E-05	6.71E-05	5.59E-05	5.67E-05	5.07E-05	4.45E-05	5.84E-05	4.56E-05	5.21E-05
SDF2	0.000145497	9.05E-05	0.000129249	0.000105359	0.000104368	9.03E-05	0.000105748	0.00011041	0.000120052
SUPT6H	0.000215655	0.0001187	0.000138477	9.72E-05	0.000117714	0.000108567	0.000143688	0.00013509	0.000111744
PROCA1	3.12E-06	1.00E-05	6.28E-06	7.53E-06	7.19E-06	8.76E-06	5.97E-06	1.13E-06	5.54E-06
RAB34	0.000123822	0.000121168	0.000129892	0.000113992	0.000117287	9.97E-05	0.000123557	0.000114747	0.000192389
TLCD1	4.70E-07	1.15E-06	3.30E-06	9.25E-07	6.25E-07	1.00E-08	5.00E-07	4.45E-07	1.00E-08
NEK8	5.14E-06	2.14E-06	2.31E-06	2.75E-06	1.66E-06	8.90E-07	1.03E-06	4.63E-06	5.80E-06
TRAF4	3.12E-05	2.58E-05	5.58E-05	1.89E-05	1.58E-05	2.43E-05	2.43E-05	2.64E-05	2.58E-05
FAM222B	1.00E-05	1.73E-05	9.03E-06	1.85E-05	1.61E-05	1.30E-05	1.12E-05	1.60E-05	1.68E-05
ERAL1	1.66E-05	3.50E-05	2.49E-05	4.69E-05	4.65E-05	3.45E-05	3.30E-05	3.39E-05	3.74E-05
FLOT2	0.000120489	7.21E-05	0.000120575	9.09E-05	9.14E-05	8.34E-05	8.70E-05	0.00011434	8.63E-05
DHRS13	4.34E-06	3.27E-06	7.01E-06	6.92E-06	8.77E-06	5.73E-06	4.36E-06	5.44E-06	9.74E-06
PHF12	3.05E-05	3.63E-05	1.65E-05	2.73E-05	3.04E-05	2.41E-05	3.76E-05	2.54E-05	2.66E-05
PIPOX	2.08E-06	9.29E-06	1.29E-05	1.36E-05	1.66E-05	1.62E-05	1.19E-05	4.16E-06	4.56E-06
SEZ6	2.92E-06	3.84E-06	1.11E-06	1.31E-06	1.22E-06	2.12E-06	1.55E-06	1.09E-06	7.38E-07
MYO18A	1.49E-05	3.18E-05	3.56E-05	3.57E-05	3.40E-05	4.33E-05	3.89E-05	2.23E-05	1.70E-05
TIAF1	7.77E-07	2.09E-06	8.54E-07	1.01E-06	8.81E-07	8.10E-07	1.03E-06	1.31E-06	3.22E-07
NUFIP2	0.000199638	0.000230825	0.000168164	0.000143162	0.000113959	0.0001734	0.000126573	0.00012754	0.000153502
TAOK1	0.000117211	0.000103014	6.85E-05	8.59E-05	6.25E-05	6.71E-05	7.53E-05	7.95E-05	8.93E-05
ABHD15	5.64E-06	3.25E-05	2.24E-05	3.59E-05	3.51E-05	4.24E-05	2.48E-05	8.83E-06	1.34E-05
TP53I13	4.43E-05	0.00010766	0.00010636	0.000128672	0.000130237	0.00011727	9.97E-05	6.28E-05	8.92E-05
GIT1	1.32E-05	2.17E-05	8.58E-06	1.64E-05	8.78E-06	8.51E-06	7.13E-06	2.07E-05	1.67E-05
CORO6	5.12E-07	2.35E-06	1.52E-06	2.38E-06	2.39E-06	6.90E-07	5.64E-07	3.86E-07	9.29E-07
SSH2	0.000216703	0.000174324	0.000128118	0.000119358	0.000149175	0.000211555	0.000211455	0.000127072	0.000132977
EFCAB5	9.23E-07	2.92E-07	6.77E-07	6.97E-07	6.44E-07	6.91E-07	1.62E-06	1.00E-08	9.01E-07
NSRP1	9.06E-05	9.10E-05	9.11E-05	8.23E-05	8.68E-05	7.51E-05	9.42E-05	8.98E-05	9.24E-05
BLMH	2.74E-05	3.22E-05	2.50E-05	3.85E-05	4.99E-05	4.40E-05	4.10E-05	3.15E-05	3.56E-05
CPD	0.000218177	4.20E-05	9.90E-05	4.03E-05	4.62E-05	3.40E-05	1.00E-04	9.10E-05	0.000127463
GOSR1	4.67E-05	7.51E-05	5.67E-05	6.81E-05	6.73E-05	6.37E-05	6.24E-05	5.29E-05	7.05E-05
CRLF3	4.12E-05	6.54E-05	8.57E-05	6.42E-05	6.48E-05	7.50E-05	5.86E-05	5.57E-05	4.45E-05
ATAD5	3.01E-06	9.53E-06	4.84E-06	1.00E-05	7.68E-06	6.51E-06	6.84E-06	6.77E-06	5.45E-06
TEFM	6.45E-06	1.92E-05	1.09E-05	2.44E-05	1.84E-05	1.36E-05	7.67E-06	1.14E-05	9.78E-06
ADAP2	7.79E-05	0.000375371	0.000223635	0.000382024	0.000327428	0.000342655	0.000187137	0.000161769	0.000146858
RNF135	3.41E-05	8.81E-05	4.82E-05	9.11E-05	7.96E-05	7.80E-05	5.16E-05	4.72E-05	5.67E-05
NF1	4.63E-05	6.73E-05	6.14E-05	5.78E-05	4.92E-05	5.21E-05	5.17E-05	4.76E-05	6.02E-05
EVI2B	0.000306211	0.000256439	0.000228184	0.000270952	0.000312819	0.000366316	0.000290855	0.000145926	0.000280384
EVI2A	9.83E-05	0.000103151	0.000139067	0.000121031	9.32E-05	0.000101946	7.63E-05	6.57E-05	9.13E-05
RAB11FIP4	5.89E-06	1.02E-06	1.21E-05	3.41E-06	3.94E-06	6.11E-06	6.28E-06	1.46E-05	5.47E-06
COPRS	2.02E-05	4.10E-05	2.05E-05	6.64E-05	0.000110582	6.14E-05	7.03E-05	5.58E-05	4.80E-05
UTP6	3.96E-05	7.74E-05	8.61E-05	7.38E-05	7.88E-05	8.16E-05	7.04E-05	6.45E-05	4.30E-05
SUZ12	3.95E-05	5.51E-05	4.61E-05	5.13E-05	6.15E-05	5.70E-05	4.91E-05	4.96E-05	3.89E-05
LRRC37B	4.92E-06	9.85E-06	3.00E-06	7.98E-06	4.34E-06	4.54E-06	3.94E-06	4.45E-06	4.88E-06
RHOT1	5.60E-05	7.54E-05	5.84E-05	7.39E-05	8.34E-05	7.83E-05	6.97E-05	6.65E-05	5.67E-05
C17orf75	7.43E-06	9.76E-06	1.19E-05	1.57E-05	9.89E-06	1.53E-05	8.81E-06	8.76E-06	1.30E-05
ZNF207	0.000244866	0.000220866	0.00021111	0.000196354	0.000221054	0.000215245	0.000204077	0.000239272	0.000233538
PSMD11	0.00013862	0.000139106	0.000142077	0.000153102	0.000149133	0.000120539	0.000135488	0.000185972	0.0001577
CDK5R1	9.62E-07	1.26E-06	9.93E-07	8.47E-07	1.40E-06	2.74E-07	5.21E-07	1.00E-08	7.81E-07
MYO1D	1.26E-06	1.65E-05	2.42E-05	1.54E-05	1.65E-05	1.60E-05	5.94E-06	5.47E-06	5.41E-06
TMEM98	2.38E-07	1.03E-06	1.95E-07	2.62E-07	1.00E-08	3.42E-07	2.62E-07	3.54E-07	1.00E-08
CCL2	0.000163725	0.000417415	0.000544917	0.000301129	9.23E-05	7.52E-05	3.86E-05	0.000275754	0.000357609
CCL7	4.16E-05	7.39E-06	1.69E-05	9.13E-06	1.41E-06	4.70E-07	3.56E-06	2.21E-05	9.53E-05
CCL8	3.64E-06	0.000133207	2.60E-05	7.66E-05	1.31E-05	8.63E-06	6.18E-06	6.80E-05	1.62E-05
CCL13	1.26E-06	2.50E-05	8.92E-06	6.90E-05	1.03E-05	1.43E-07	3.61E-07	1.62E-05	1.55E-05
CCL1	2.60E-07	4.81E-07	1.00E-08	2.14E-07	1.69E-07	5.18E-07	1.00E-06	1.00E-08	2.94E-07
CCT6B	3.87E-06	5.50E-06	4.33E-06	4.80E-06	4.47E-06	5.62E-06	4.29E-06	1.99E-06	2.62E-06
ZNF830	3.55E-05	3.58E-05	3.03E-05	2.99E-05	3.87E-05	2.74E-05	3.74E-05	3.79E-05	3.74E-05
LIG3	1.07E-05	1.47E-05	1.39E-05	1.63E-05	2.12E-05	1.92E-05	1.63E-05	1.34E-05	1.25E-05
RFFL	3.19E-05	3.05E-05	3.54E-05	3.39E-05	2.95E-05	2.82E-05	2.50E-05	2.42E-05	3.38E-05
RAD51D	4.95E-06	1.72E-05	7.85E-06	1.37E-05	1.19E-05	1.41E-05	1.00E-05	8.91E-06	5.70E-06
NLE1	4.16E-06	8.92E-06	4.28E-06	7.14E-06	9.28E-06	8.85E-06	7.52E-06	5.66E-06	7.54E-06
SLFN5	4.49E-05	2.76E-05	6.83E-05	3.85E-05	1.84E-05	1.92E-05	2.74E-05	8.88E-05	5.98E-05
SLFN11	0.000108075	0.000122635	7.25E-05	6.48E-05	3.83E-05	5.68E-05	4.24E-05	5.64E-05	7.17E-05
SLFN12	1.16E-05	2.13E-05	1.53E-05	2.60E-05	1.62E-05	1.63E-05	1.04E-05	2.02E-05	1.29E-05
SLFN13	2.32E-06	2.18E-06	4.64E-06	5.10E-06	2.82E-06	3.38E-06	7.89E-07	8.52E-07	3.91E-06
SLFN12L	1.03E-06	9.27E-07	1.27E-06	2.54E-06	1.37E-06	6.26E-07	1.00E-08	1.54E-06	7.57E-07
PEX12	1.31E-06	2.47E-06	7.55E-07	2.91E-06	3.67E-06	8.77E-07	9.75E-07	5.78E-07	8.59E-07
AP2B1	7.89E-05	7.69E-05	7.04E-05	8.13E-05	6.88E-05	6.47E-05	8.03E-05	7.49E-05	7.55E-05
TAF15	0.000122736	0.000138204	0.000131544	0.000123384	0.000139946	0.000145407	0.000152819	0.000119261	0.000108257
CCL5	3.87E-05	4.54E-05	0.000131415	0.000111906	4.04E-05	6.45E-05	3.66E-05	0.0001259	0.000115577
CCL14	1.00E-08	1.06E-05	1.00E-08	2.70E-06	1.00E-08	1.46E-07	1.00E-08	1.00E-08	1.00E-08
CCL23	9.94E-06	7.04E-06	1.21E-05	9.51E-06	2.53E-06	3.64E-06	4.81E-06	1.39E-05	4.32E-05
CCL18	3.04E-06	6.44E-05	2.26E-05	7.70E-05	9.93E-06	4.21E-06	3.50E-06	1.65E-05	7.19E-05
CCL3	0.000778453	0.00127181	0.001793519	0.001044826	0.000336753	0.001562095	0.00064464	0.000970426	0.001302026
CCL4	0.000756482	0.001367284	0.001981521	0.001200873	0.000563989	0.001859145	0.000713401	0.001123276	0.001293625
CCL3L3	0.00048816	0.000904804	0.001765625	0.000806662	0.000281689	0.001515	0.000623397	0.000638381	0.000898724
ZNHIT3	4.53E-05	7.06E-05	5.12E-05	8.28E-05	9.19E-05	7.98E-05	6.76E-05	6.52E-05	8.64E-05
MYO19	1.05E-05	2.00E-05	1.40E-05	1.78E-05	1.46E-05	1.57E-05	1.85E-05	1.21E-05	1.28E-05
PIGW	2.17E-06	7.87E-06	4.56E-06	6.10E-06	8.64E-06	6.50E-06	4.93E-06	4.62E-06	5.36E-06
GGNBP2	0.000107526	0.000156244	0.00011782	0.000127299	0.000143501	0.000138908	0.000121255	0.000111364	0.000128442
DHRS11	4.98E-06	7.57E-06	4.56E-06	7.88E-06	1.10E-05	1.08E-05	1.24E-05	4.79E-06	4.96E-06
MRM1	1.52E-06	6.09E-06	3.60E-06	7.30E-06	7.96E-06	6.73E-06	4.99E-06	2.00E-06	4.03E-06
AATF	9.81E-05	8.51E-05	8.41E-05	8.62E-05	0.000108717	9.30E-05	0.000115493	0.000115397	9.93E-05
ACACA	1.21E-05	2.00E-05	1.16E-05	1.50E-05	1.44E-05	1.40E-05	1.35E-05	1.62E-05	1.38E-05
TADA2A	4.79E-06	1.91E-05	8.62E-06	1.18E-05	1.34E-05	1.23E-05	1.26E-05	7.45E-06	6.60E-06
DUSP14	5.23E-06	1.28E-05	1.60E-05	1.38E-05	1.98E-05	2.13E-05	1.27E-05	5.66E-06	1.17E-05
SYNRG	3.79E-05	8.66E-05	4.45E-05	7.68E-05	8.00E-05	8.42E-05	6.32E-05	5.62E-05	4.38E-05
DDX52	2.68E-05	3.70E-05	2.62E-05	3.76E-05	4.03E-05	3.18E-05	3.64E-05	3.96E-05	3.17E-05
TBC1D3L	1.59E-06	2.96E-06	5.57E-07	1.70E-06	2.38E-07	1.65E-07	6.10E-07	1.00E-08	2.03E-06
SOCS7	5.38E-06	8.51E-06	4.39E-06	5.87E-06	3.24E-06	2.76E-06	5.79E-06	7.65E-06	8.94E-06
ARHGAP23	1.58E-07	2.20E-06	7.75E-07	1.97E-07	5.62E-07	3.55E-07	2.88E-07	1.00E-08	6.41E-07
MLLT6	5.93E-05	6.74E-05	4.42E-05	4.83E-05	2.70E-05	3.52E-05	3.86E-05	5.54E-05	5.26E-05
CISD3	0.00010717	0.000111446	0.000114469	0.000180207	0.000199721	0.000116446	0.000176248	0.000182179	0.000144371
PCGF2	2.95E-07	3.00E-06	3.24E-06	5.53E-06	3.52E-06	3.92E-07	4.20E-07	9.09E-07	5.61E-06
PSMB3	0.000534905	0.000332548	0.000475022	0.000470574	0.000467331	0.000332657	0.000506509	0.000691587	0.000504313
PIP4K2B	1.56E-05	2.84E-05	9.09E-06	2.29E-05	1.67E-05	1.65E-05	2.20E-05	1.22E-05	1.65E-05
CWC25	0.000133027	9.08E-05	7.91E-05	7.12E-05	7.09E-05	6.39E-05	8.01E-05	0.000108611	9.51E-05
LASP1	9.70E-05	0.000120512	0.000110407	0.000126296	0.000118088	0.000109495	9.92E-05	0.000133342	0.000119159
FBXO47	2.72E-07	2.67E-06	9.49E-07	9.84E-07	5.78E-07	1.41E-06	1.00E-08	1.00E-08	1.00E-08
PLXDC1	5.39E-07	0.000111425	1.16E-05	7.72E-05	4.79E-05	0.00011116	8.44E-06	1.50E-06	1.32E-06
ARL5C	2.48E-07	5.89E-06	1.43E-06	2.57E-06	7.53E-07	5.18E-06	1.36E-06	1.64E-06	1.00E-08
CACNB1	2.95E-06	4.30E-06	2.24E-06	3.54E-06	2.10E-06	1.71E-06	2.94E-06	2.69E-06	2.81E-06
FBXL20	2.29E-05	3.88E-05	2.61E-05	3.11E-05	2.97E-05	2.95E-05	3.05E-05	2.09E-05	2.69E-05
MED1	3.23E-05	4.78E-05	2.90E-05	3.43E-05	3.32E-05	2.70E-05	3.96E-05	3.57E-05	3.86E-05
CDK12	8.30E-05	9.14E-05	7.64E-05	7.70E-05	7.96E-05	9.00E-05	9.39E-05	9.31E-05	7.88E-05
STARD3	8.22E-05	0.000109797	8.96E-05	0.000117937	0.000112002	0.000111483	9.76E-05	9.66E-05	0.000110868
TCAP	2.04E-06	2.50E-06	7.49E-07	1.73E-06	4.12E-07	5.51E-07	2.44E-07	1.00E-08	1.93E-06
PNMT	1.51E-07	1.50E-07	1.00E-08	3.70E-08	2.26E-07	1.00E-08	1.00E-08	1.00E-08	8.72E-08
PGAP3	8.19E-06	2.46E-05	1.71E-05	2.60E-05	2.28E-05	1.80E-05	1.20E-05	1.15E-05	1.66E-05
ERBB2	6.83E-07	2.19E-06	1.34E-06	1.93E-06	1.47E-06	1.42E-06	1.32E-06	4.48E-07	1.45E-06
MIEN1	0.000197367	0.00014525	0.000142541	0.00018577	0.000180117	0.000135142	0.000184611	0.00023821	0.000218271
IKZF3	1.74E-06	6.16E-07	2.21E-06	1.81E-06	1.11E-06	1.07E-06	4.95E-07	5.18E-06	3.08E-07
GSDMB	8.76E-07	4.15E-06	1.25E-06	2.23E-06	7.06E-07	8.98E-07	1.77E-06	5.28E-07	1.74E-06
ORMDL3	5.15E-06	1.84E-05	9.05E-06	1.47E-05	1.44E-05	1.32E-05	9.38E-06	1.09E-05	8.63E-06
GSDMA	3.29E-07	1.56E-05	1.24E-06	2.24E-05	8.29E-06	3.75E-06	1.60E-06	7.21E-07	3.47E-06
PSMD3	7.66E-05	0.000105305	0.00010494	0.000132729	0.000140021	0.000111844	0.000102418	0.000131122	0.00012476
CSF3	1.51E-05	8.98E-07	1.72E-05	1.37E-06	1.00E-08	1.86E-06	3.77E-06	1.01E-06	5.95E-06
MED24	2.00E-05	3.47E-05	2.16E-05	3.35E-05	2.81E-05	3.12E-05	2.81E-05	2.29E-05	2.53E-05
THRA	9.58E-06	3.54E-05	6.61E-06	1.63E-05	1.56E-05	1.41E-05	1.05E-05	6.05E-06	1.30E-05
NR1D1	8.61E-06	1.41E-05	8.46E-06	9.49E-06	9.97E-06	1.74E-05	9.22E-06	6.99E-06	7.25E-06
MSL1	3.69E-05	6.22E-05	3.09E-05	4.13E-05	3.21E-05	2.78E-05	3.28E-05	3.55E-05	3.86E-05
CASC3	6.41E-05	9.25E-05	6.23E-05	6.54E-05	5.93E-05	5.96E-05	6.61E-05	5.50E-05	6.25E-05
RAPGEFL1	1.43E-06	1.38E-06	6.45E-07	1.39E-06	2.71E-07	5.57E-07	5.62E-07	2.33E-06	2.16E-06
WIPF2	5.72E-05	4.96E-05	4.07E-05	4.68E-05	3.81E-05	4.17E-05	4.09E-05	5.43E-05	5.66E-05
CDC6	1.02E-06	2.21E-07	8.10E-07	1.07E-06	1.05E-06	5.94E-07	2.69E-07	8.81E-07	8.37E-07
RARA	0.000325686	0.000149081	0.000204176	0.000105172	0.000119263	0.000121665	0.000190729	0.000185264	0.000164748
TOP2A	2.04E-06	2.46E-06	2.12E-06	6.73E-06	6.59E-06	2.68E-06	2.79E-06	3.03E-06	1.42E-06
IGFBP4	4.87E-06	0.000126251	1.56E-05	0.000120525	5.23E-05	4.36E-05	1.68E-05	3.22E-05	1.30E-05
CCR7	1.63E-05	4.28E-05	0.000244713	4.13E-05	6.22E-05	0.000156341	5.88E-05	8.95E-05	2.19E-05
SMARCE1	5.53E-05	8.12E-05	7.64E-05	8.40E-05	9.98E-05	0.000102621	7.95E-05	7.03E-05	6.35E-05
KRT10	0.000197294	0.000228025	0.000196139	0.000188335	0.000248515	0.00022849	0.000248734	0.000163	0.000249078
TMEM99	2.12E-06	1.08E-05	5.96E-06	1.05E-05	9.53E-06	7.24E-06	6.88E-06	4.40E-06	7.14E-06
KRT23	7.01E-06	1.50E-07	2.67E-06	2.58E-07	1.00E-08	4.31E-07	2.01E-06	1.04E-06	2.40E-06
KRT13	7.18E-07	3.15E-06	2.09E-07	3.43E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
KRT15	1.33E-07	1.16E-06	4.99E-07	4.81E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
KRT19	4.38E-07	1.99E-06	1.53E-06	2.99E-06	3.71E-06	2.11E-06	6.04E-07	9.51E-07	7.30E-07
KRT14	2.81E-07	5.49E-07	5.78E-06	3.77E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
KRT16	2.83E-07	3.03E-07	3.12E-06	3.05E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
KRT17	3.08E-07	1.06E-06	7.43E-06	8.16E-06	8.27E-06	7.02E-07	6.86E-06	1.00E-08	1.01E-06
EIF1	0.001901547	0.001681806	0.001655815	0.001423251	0.001477439	0.001691547	0.00169585	0.001464337	0.001609897
JUP	1.72E-05	4.94E-05	2.38E-05	2.95E-05	1.66E-05	2.24E-05	2.03E-05	4.10E-05	1.91E-05
NT5C3B	2.97E-05	3.44E-05	2.24E-05	3.04E-05	2.54E-05	2.36E-05	2.33E-05	2.49E-05	3.62E-05
KLHL11	2.81E-06	6.80E-06	4.02E-06	7.42E-06	1.05E-05	7.00E-06	4.92E-06	1.62E-06	7.75E-06
ACLY	6.54E-05	5.93E-05	6.07E-05	5.55E-05	5.09E-05	4.77E-05	6.42E-05	7.06E-05	6.44E-05
TTC25	1.82E-07	3.22E-07	1.91E-07	5.45E-07	1.31E-07	1.00E-08	2.66E-07	1.00E-08	1.43E-06
CNP	2.30E-05	4.97E-05	4.52E-05	5.73E-05	4.93E-05	4.24E-05	3.64E-05	7.57E-05	4.74E-05
DNAJC7	0.000147782	0.000132362	0.000151462	0.000146663	0.000156081	0.000134887	0.000165377	0.000198328	0.000135481
NKIRAS2	8.93E-05	6.86E-05	7.65E-05	6.94E-05	7.42E-05	6.43E-05	8.58E-05	0.000101237	7.62E-05
ZNF385C	1.00E-08	7.71E-07	1.91E-07	7.34E-07	9.75E-07	1.19E-06	4.32E-07	1.00E-08	5.91E-07
DHX58	1.23E-05	1.58E-05	3.10E-05	2.87E-05	2.12E-05	1.78E-05	1.88E-05	6.08E-05	2.17E-05
KAT2A	1.47E-05	5.26E-05	1.62E-05	3.65E-05	2.07E-05	2.99E-05	1.39E-05	1.58E-05	2.12E-05
RAB5C	0.000419742	0.000419795	0.000426667	0.000468589	0.0004533	0.000409203	0.000452253	0.000482326	0.000490056
KCNH4	3.00E-07	3.53E-07	1.18E-06	1.06E-06	1.22E-06	9.52E-07	7.55E-07	1.00E-08	4.70E-07
HCRT	5.99E-07	2.19E-06	8.46E-07	1.47E-06	1.41E-06	1.46E-06	1.23E-06	1.00E-08	3.10E-07
GHDC	2.14E-05	6.02E-05	2.02E-05	4.21E-05	3.79E-05	3.65E-05	3.23E-05	2.02E-05	2.78E-05
STAT5B	4.72E-05	3.15E-05	2.31E-05	2.87E-05	2.25E-05	2.09E-05	2.92E-05	2.67E-05	3.50E-05
STAT5A	9.71E-05	9.72E-05	9.24E-05	8.95E-05	7.31E-05	8.26E-05	7.56E-05	0.000104505	7.71E-05
STAT3	0.000438448	0.000335306	0.000299067	0.000256669	0.000245101	0.000260814	0.000265102	0.000394392	0.000296343
ATP6V0A1	5.44E-05	0.000113448	8.23E-05	0.000109619	9.38E-05	6.94E-05	5.24E-05	4.96E-05	6.63E-05
NAGLU	1.29E-05	2.91E-05	1.05E-05	3.69E-05	3.77E-05	2.14E-05	2.06E-05	2.50E-05	2.11E-05
HSD17B1	1.74E-06	1.45E-06	1.11E-06	2.78E-06	2.01E-06	1.44E-06	1.05E-06	7.01E-07	1.80E-06
COASY	2.84E-05	4.55E-05	3.24E-05	4.30E-05	4.98E-05	3.77E-05	3.74E-05	6.01E-05	4.55E-05
MLX	0.000114834	0.000147912	0.000123561	0.00015577	0.000178656	0.000146005	0.000125828	0.000150958	0.000150273
PSMC3IP	1.34E-06	3.02E-06	1.21E-06	2.40E-06	3.00E-06	2.23E-06	1.48E-06	1.65E-06	3.19E-06
TUBG1	8.59E-06	1.75E-05	1.99E-05	3.07E-05	2.38E-05	1.56E-05	1.33E-05	2.55E-05	3.07E-05
TUBG2	2.35E-06	1.35E-05	6.39E-06	1.51E-05	1.30E-05	9.76E-06	3.52E-06	5.86E-06	7.45E-06
PLEKHH3	4.39E-07	5.11E-06	1.61E-06	5.25E-06	2.99E-06	2.83E-06	5.49E-07	1.00E-08	9.54E-07
CCR10	9.06E-07	2.66E-06	8.54E-07	4.12E-06	2.23E-06	2.94E-06	1.10E-06	1.62E-06	1.83E-06
EZH1	1.58E-05	3.30E-05	1.25E-05	2.75E-05	2.38E-05	1.99E-05	2.07E-05	1.15E-05	2.19E-05
RAMP2	1.00E-08	1.78E-06	3.17E-07	2.95E-06	1.02E-05	1.20E-05	3.84E-06	1.00E-08	2.84E-07
VPS25	4.78E-05	3.99E-05	4.91E-05	7.64E-05	7.65E-05	4.16E-05	5.96E-05	8.45E-05	7.25E-05
COA3	9.58E-05	9.58E-05	9.24E-05	0.000158781	0.000159319	0.000101391	0.00013778	0.000173758	0.000128197
BECN1	0.000105631	8.88E-05	9.89E-05	0.000100212	0.000112106	8.68E-05	0.000107864	0.000134072	0.000112182
PSME3	8.16E-05	6.46E-05	7.67E-05	7.02E-05	8.32E-05	6.05E-05	7.78E-05	8.58E-05	7.48E-05
AOC2	1.93E-06	7.75E-07	5.03E-07	3.01E-07	1.67E-07	3.74E-07	1.00E-08	5.40E-07	3.60E-06
AOC3	1.10E-07	2.03E-06	5.20E-07	5.51E-07	5.22E-07	1.00E-08	1.00E-08	5.50E-07	2.89E-06
AARSD1	1.69E-05	3.49E-05	2.11E-05	3.47E-05	4.78E-05	3.11E-05	3.25E-05	3.41E-05	2.71E-05
RUNDC1	4.94E-06	1.30E-05	6.21E-06	1.25E-05	9.78E-06	5.73E-06	6.27E-06	3.63E-06	9.45E-06
IFI35	0.000142572	8.50E-05	0.000151271	0.00017149	0.000147193	0.000107089	0.000153926	0.000429226	0.000156481
VAT1	5.55E-05	0.000127111	7.21E-05	0.000182046	0.000154815	8.05E-05	6.28E-05	7.05E-05	0.000206651
BRCA1	3.65E-06	9.99E-06	3.38E-06	7.51E-06	6.74E-06	6.74E-06	6.62E-06	5.20E-06	5.08E-06
NBR1	4.58E-05	7.65E-05	5.93E-05	6.96E-05	5.14E-05	6.51E-05	5.11E-05	5.72E-05	5.64E-05
TMEM106A	5.45E-05	9.23E-05	6.09E-05	7.69E-05	5.89E-05	6.83E-05	4.82E-05	6.42E-05	6.13E-05
